job_id,job_title,company,city,state,job_type,date_posted,salary_min,salary_max,role_category,experience_min,experience_max,seniority,sql,python,power_bi,tableau,excel,r_lang,dax,etl,statistics,git,looker,spark,snowflake,azure,aws,gcp,tensorflow,pytorch,kafka,airflow,dbt,docker,nosql,hadoop,sas,scala,ml
IND_02632,Research Scientist,Bridgei2i,Hyderabad,Telangana,Full-time,2026-05-25,,,Data Scientist,5,7,Mid,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
IND_08456,Data & Reporting Analyst,Hero MotoCorp,Bangalore,Karnataka,Full-time,2026-05-05,,,Data Analyst,7,9,Senior,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IND_05861,Staff Data Engineer,Citi,Bangalore,Karnataka,Full-time,2026-05-14,900000,1191542,Data Engineer,1,3,Junior,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0
IND_07887,Data Scientist,Morgan Stanley,Bangalore,Karnataka,Full-time,2026-04-08,,,Data Scientist,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
IND_09782,Computer Vision Engineer,Wipro AI,Hyderabad,Telangana,Full-time,2026-04-05,,,ML Engineer,10,12,Senior,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
IND_02918,ETL Developer,Nvidia,Bangalore,Karnataka,Temporary,2026-06-23,950000,1243145,Data Engineer,2,4,Junior,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0
IND_09522,Applied Scientist,Urban Company,Pune,Maharashtra,Temporary,2026-04-19,,,Data Scientist,5,7,Mid,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
IND_07138,Dashboard Developer,EY,Gurugram,Haryana,Full-time,2026-06-05,1800000,2859887,BI Developer,11,12,Senior,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_08628,Data Engineer - Streaming,Databricks,Pune,Maharashtra,Full-time,2026-04-09,,,Data Engineer,0,1,Fresher,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
IND_03020,Data Engineer,Goldman Sachs,Mumbai,Maharashtra,Temporary,2026-06-14,,,Data Engineer,2,4,Junior,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
IND_01959,Spark Engineer,ARM,Chennai,Tamil Nadu,Contractual,2026-03-03,1125000,1388543,Data Engineer,1,2,Junior,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
IND_05652,Data Architect,Fivetran,Bangalore,Karnataka,Temporary,2026-03-15,,,Data Engineer,5,6,Mid,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
IND_03643,Speech AI Engineer,Flipkart,Bangalore,Karnataka,Permanent,2026-06-16,,,ML Engineer,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
IND_09990,Dashboard Developer,Deutsche Bank,Hyderabad,Telangana,Full-time,2026-06-20,830000,1170194,BI Developer,1,3,Junior,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IND_02750,Power BI Developer,DataWeave,Gurugram,Haryana,Contractual,2026-04-14,1900000,2412337,BI Developer,10,12,Senior,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
IND_01628,Data Analyst,HDFC Life,Mumbai,Maharashtra,Full-time,2026-06-15,900000,1043246,Data Analyst,4,6,Mid,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IND_03035,Big Data Engineer,Ola Electric,Hyderabad,Telangana,Part-time,2026-06-10,1350000,1759294,Data Engineer,4,7,Mid,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IND_07217,GenAI Engineer,Eka Care,Bangalore,Karnataka,Full-time,2026-06-06,,,ML Engineer,1,2,Junior,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
IND_02287,AWS Data Engineer,Groww,Gurugram,Haryana,Full-time,2026-02-28,,,Data Engineer,2,3,Junior,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
IND_08052,Data Measurement Analyst,Kantar,Pune,Maharashtra,Contractual,2026-06-18,,,Data Analyst,4,6,Mid,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_08590,Data Engineer - Lakehouse,Intel,Gurugram,Haryana,Full-time,2026-03-13,2000000,2314794,Data Engineer,4,6,Mid,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0
IND_02780,dbt Analytics Engineer,JP Morgan,Chennai,Tamil Nadu,Full-time,2026-05-16,,,Data Engineer,3,4,Mid,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1
IND_04934,ML Scientist,Uncanny Vision,Bangalore,Karnataka,Temporary,2026-06-12,,,ML Engineer,0,1,Fresher,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1
IND_09074,Computer Vision Engineer,Eka Care,Mumbai,Maharashtra,Full-time,2026-05-14,,,ML Engineer,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
IND_07071,Computer Vision Engineer,Niramai,Pune,Maharashtra,Permanent,2026-05-14,,,ML Engineer,4,6,Mid,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1
IND_02357,MIS Analyst,Credit Suisse,Chennai,Tamil Nadu,Full-time,2026-03-09,,,BI Developer,0,3,Fresher,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_05390,Data Analyst,EY,Chennai,Tamil Nadu,Permanent,2026-02-27,,,Data Analyst,4,7,Mid,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_05946,Applied Scientist,CRED,Pune,Maharashtra,Temporary,2026-04-19,3075000,3704864,Data Scientist,8,9,Senior,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
IND_05791,AI Research Engineer,Arya.ai,Bangalore,Karnataka,Full-time,2026-06-12,,,ML Engineer,5,8,Mid,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
IND_05559,Data Scientist - AdTech,Deloitte Analytics,Bangalore,Karnataka,Permanent,2026-04-02,,,Data Scientist,3,5,Mid,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
IND_05658,Risk Data Analyst,HCL Technologies,Pune,Maharashtra,Full-time,2026-04-13,,,Data Analyst,0,3,Fresher,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
IND_00950,Data Scientist - Fraud,Fractal Analytics,Bangalore,Karnataka,Full-time,2026-06-03,,,Data Scientist,4,5,Mid,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
IND_05726,BI Analyst,Sigmoid,Bangalore,Karnataka,Part-time,2026-05-25,,,BI Developer,3,5,Mid,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_09028,NLP Scientist,Deloitte Analytics,Bangalore,Karnataka,Full-time,2026-04-18,,,Data Scientist,5,6,Mid,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
IND_03724,Fraud Analytics Analyst,Mindtree,Bangalore,Karnataka,Full-time,2026-03-21,1325000,1896428,Data Analyst,4,7,Mid,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IND_03794,Data Analyst,LTI Mindtree,Hyderabad,Telangana,Permanent,2026-05-19,,,Data Analyst,2,5,Junior,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
IND_09250,Spark Engineer,Nvidia,Gurugram,Haryana,Full-time,2026-04-17,,,Data Engineer,0,1,Fresher,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
IND_02974,Data Measurement Analyst,ABB,Pune,Maharashtra,Full-time,2026-03-11,,,Data Analyst,9,10,Senior,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IND_09469,Azure Data Engineer,Deutsche Bank,Pune,Maharashtra,Full-time,2026-05-19,,,Data Engineer,2,4,Junior,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1
IND_04057,Data Analyst,Mphasis,Hyderabad,Telangana,Permanent,2026-06-11,,,Data Analyst,2,4,Junior,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IND_06071,Statistical Modeller,Adobe,Pune,Maharashtra,Contractual,2026-06-18,3925000,5647887,Data Scientist,10,11,Senior,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
IND_03204,Principal Data Engineer,BSNL,Bangalore,Karnataka,Full-time,2026-05-25,,,Data Engineer,5,6,Mid,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1
IND_06119,Principal Data Engineer,JP Morgan,Gurugram,Haryana,Contractual,2026-03-19,,,Data Engineer,1,4,Junior,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IND_09005,Principal Data Scientist,AstraZeneca,Gurugram,Haryana,Full-time,2026-05-03,,,Data Scientist,,,,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
IND_02198,Data Scientist - Risk,McKinsey Analytics,Gurugram,Haryana,Contractual,2026-06-09,,,Data Scientist,,,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
IND_03816,Data Infrastructure Engineer,Snowflake Inc,Chennai,Tamil Nadu,Full-time,2026-03-15,,,Data Engineer,,,,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
IND_04131,Senior Tableau Developer,Genpact,Gurugram,Haryana,Full-time,2026-03-25,,,BI Developer,8,9,Senior,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IND_05731,Associate Data Analyst,Byju's,Hyderabad,Telangana,Full-time,2026-06-04,,,Data Analyst,4,7,Mid,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
IND_08344,Data Measurement Analyst,Hero MotoCorp,Mumbai,Maharashtra,Full-time,2026-04-23,,,Data Analyst,4,6,Mid,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IND_03443,AI/ML Engineer,CRED,Bangalore,Karnataka,Permanent,2026-05-16,,,ML Engineer,5,6,Mid,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
IND_02352,Data Platform Engineer,HSBC,Bangalore,Karnataka,Full-time,2026-05-14,,,Data Engineer,4,5,Mid,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
IND_04136,Data Engineer,Nykaa,Bangalore,Karnataka,Full-time,2026-05-21,,,Data Engineer,,,,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
IND_04537,Tableau Developer,Genpact,Mumbai,Maharashtra,Contractual,2026-03-03,1425000,2168212,BI Developer,7,10,Senior,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
IND_06762,Data Analyst - E-Commerce,Paytm,Mumbai,Maharashtra,Full-time,2026-06-03,725000,1141801,Data Analyst,2,4,Junior,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IND_02087,Senior Data Analyst,Tech Mahindra,Mumbai,Maharashtra,Full-time,2026-05-18,,,Data Analyst,2,4,Junior,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
