job_id,job_title,company,city,state,job_type,date_posted,salary_min,salary_max,role_category,experience_min,experience_max,seniority,sql,python,power_bi,tableau,excel,r_lang,dax,etl,statistics,git,looker,spark,snowflake,azure,aws,gcp,tensorflow,pytorch,kafka,airflow,dbt,docker,nosql,hadoop,sas,scala,ml,salary_disclosed,experience_disclosed,salary_avg,experience_avg,total_skills_required,post_month
IND_07541,Data Scientist - AdTech,Walmart Labs,Bangalore,Karnataka,Full-time,2026-03-15,,,Data Scientist,1.0,4.0,Junior,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,False,True,,2.5,12,2026-03
IND_04087,Data Pipeline Engineer,Myntra,Pune,Maharashtra,Full-time,2026-04-10,,,Data Engineer,4.0,7.0,Mid,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,False,True,,5.5,7,2026-04
IND_03771,Staff Data Engineer,Groww,Mumbai,Maharashtra,Full-time,2026-04-04,500000.0,700233.0,Data Engineer,0.0,1.0,Fresher,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,True,True,600116.5,0.5,10,2026-04
IND_03390,Qlik Developer,UBS,Gurugram,Haryana,Full-time,2026-03-17,,,BI Developer,9.0,12.0,Senior,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,,10.5,6,2026-03
IND_07608,Senior ML Engineer,BharatPe,Bangalore,Karnataka,Permanent,2026-04-19,925000.0,1286886.0,ML Engineer,1.0,4.0,Junior,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,True,True,1105943.0,2.5,12,2026-04
IND_01186,Fraud Analytics Analyst,Zensar,Mumbai,Maharashtra,Contractual,2026-06-20,,,Data Analyst,4.0,6.0,Mid,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False,True,,5.0,6,2026-06
IND_06832,Data & Reporting Analyst,EY,Hyderabad,Telangana,Full-time,2026-04-01,675000.0,1016031.0,Data Analyst,2.0,4.0,Junior,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,True,True,845515.5,3.0,6,2026-04
IND_01349,Staff Data Engineer,Goldman Sachs,Hyderabad,Telangana,Full-time,2026-05-29,,,Data Engineer,4.0,6.0,Mid,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,False,True,,5.0,10,2026-05
IND_00190,Applied Scientist,Cognizant,Bangalore,Karnataka,Permanent,2026-04-04,,,Data Scientist,4.0,5.0,Mid,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,False,True,,4.5,9,2026-04
IND_07789,Senior Data Engineer,HSBC,Chennai,Tamil Nadu,Temporary,2026-05-15,2200000.0,2895063.0,Data Engineer,8.0,11.0,Senior,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,True,True,2547531.5,9.5,7,2026-05
IND_04654,Data Visualization Developer,Wipro,Chennai,Tamil Nadu,Full-time,2026-04-04,,,BI Developer,5.0,8.0,Mid,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,,6.5,6,2026-04
IND_01739,Quantitative Analyst,Meesho,Hyderabad,Telangana,Full-time,2026-05-30,,,Data Scientist,8.0,9.0,Senior,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,False,True,,8.5,7,2026-05
IND_05663,Data Scientist - Search,LatentView Analytics,Bangalore,Karnataka,Permanent,2026-06-22,,,Data Scientist,0.0,3.0,Fresher,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,False,True,,1.5,9,2026-06
IND_02351,Behavioural Data Scientist,Zomato,Bangalore,Karnataka,Permanent,2026-06-23,,,Data Scientist,0.0,2.0,Fresher,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,False,True,,1.0,11,2026-06
IND_00592,Data Scientist - Pricing,Grab,Chennai,Tamil Nadu,Full-time,2026-04-15,,,Data Scientist,7.0,9.0,Senior,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,False,True,,8.0,12,2026-04
IND_00997,Data Scientist - Search,EY Parthenon,Pune,Maharashtra,Part-time,2026-03-28,,,Data Scientist,8.0,9.0,Senior,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,False,True,,8.5,11,2026-03
IND_07049,Applied Scientist,Sigmoid,Chennai,Tamil Nadu,Full-time,2026-05-30,,,Data Scientist,1.0,3.0,Junior,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,False,True,,2.0,10,2026-05
IND_09526,Kafka Engineer,HCL Technologies,Chennai,Tamil Nadu,Contractual,2026-04-20,,,Data Engineer,0.0,3.0,Fresher,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,False,True,,1.5,10,2026-04
IND_07361,Computer Vision Engineer,Mad Street Den,Bangalore,Karnataka,Full-time,2026-03-08,,,ML Engineer,1.0,4.0,Junior,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,False,True,,2.5,12,2026-03
IND_04017,Data Architect,Airtel,Bangalore,Karnataka,Full-time,2026-04-12,,,Data Engineer,2.0,3.0,Junior,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,False,True,,2.5,8,2026-04
IND_07569,Analytics Engineer - BI,EXL Service,Pune,Maharashtra,Full-time,2026-05-23,,,BI Developer,0.0,1.0,Fresher,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,,0.5,7,2026-05
IND_04865,Multimodal AI Engineer,NVIDIA,Mumbai,Maharashtra,Full-time,2026-04-12,,,ML Engineer,9.0,11.0,Senior,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,False,True,,10.0,11,2026-04
IND_02724,Analyst - Data Analytics,Tech Mahindra,Bangalore,Karnataka,Full-time,2026-06-11,1550000.0,2112453.0,Data Analyst,11.0,13.0,Senior,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,True,True,1831226.5,12.0,5,2026-06
IND_05576,ML Ops Specialist,Apple,Mumbai,Maharashtra,Full-time,2026-05-10,,,ML Engineer,4.0,6.0,Mid,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,False,True,,5.0,12,2026-05
IND_07512,Data Architect,Zomato,Bangalore,Karnataka,Full-time,2026-03-18,825000.0,1091327.0,Data Engineer,1.0,4.0,Junior,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,True,True,958163.5,2.5,10,2026-03
IND_06432,Research Engineer,Bosch,Hyderabad,Telangana,Full-time,2026-03-10,,,ML Engineer,3.0,5.0,Mid,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,False,True,,4.0,11,2026-03
IND_09777,Applied Scientist,HCL,Gurugram,Haryana,Full-time,2026-04-10,2025000.0,2780617.0,Data Scientist,5.0,8.0,Mid,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,True,True,2402808.5,6.5,11,2026-04
IND_04049,Principal Data Engineer,Snapdeal,Bangalore,Karnataka,Full-time,2026-04-10,,,Data Engineer,4.0,7.0,Mid,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,False,True,,5.5,10,2026-04
IND_03994,People Analytics Analyst,SAP,Mumbai,Maharashtra,Full-time,2026-06-16,1350000.0,1622523.0,Data Analyst,5.0,8.0,Mid,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,True,1486261.5,6.5,6,2026-06
IND_01101,Dashboard Developer,EY,Chennai,Tamil Nadu,Full-time,2026-05-01,,,BI Developer,1.0,2.0,Junior,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,,1.5,5,2026-05
IND_07286,Product Data Analyst,Flipkart,Chennai,Tamil Nadu,Full-time,2026-04-07,,,Data Analyst,1.0,2.0,Junior,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,,1.5,4,2026-04
IND_09679,dbt Analytics Engineer,Bounce,Hyderabad,Telangana,Full-time,2026-05-31,,,Data Engineer,8.0,11.0,Senior,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,False,True,,9.5,11,2026-05
IND_04314,Associate Data Scientist,Swiggy,Chennai,Tamil Nadu,Full-time,2026-04-16,,,Data Scientist,3.0,6.0,Mid,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,False,True,,4.5,8,2026-04
IND_04984,Data Analyst - Supply Chain,Fractal Analytics,Hyderabad,Telangana,Permanent,2026-06-16,700000.0,846442.0,Data Analyst,2.0,3.0,Junior,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,True,True,773221.0,2.5,9,2026-06
IND_03555,Data Pipeline Engineer,Amazon,Pune,Maharashtra,Full-time,2026-06-18,,,Data Engineer,5.0,8.0,Mid,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,False,True,,6.5,9,2026-06
IND_02171,Lead Data Engineer,ARM,Pune,Maharashtra,Full-time,2026-04-05,,,Data Engineer,3.0,6.0,Mid,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,False,True,,4.5,9,2026-04
IND_00458,Data Science Manager,Sigmoid,Pune,Maharashtra,Full-time,2026-06-20,,,Data Scientist,,,,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,False,False,,,12,2026-06
IND_02947,dbt Analytics Engineer,Databricks,Gurugram,Haryana,Full-time,2026-04-29,,,Data Engineer,1.0,4.0,Junior,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,False,True,,2.5,12,2026-04
IND_04207,AI/ML Engineer,Senseforth,Hyderabad,Telangana,Permanent,2026-03-15,,,ML Engineer,1.0,3.0,Junior,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,False,True,,2.0,8,2026-03
IND_02757,Junior Data Scientist,Persistent,Chennai,Tamil Nadu,Full-time,2026-06-20,4450000.0,5155590.0,Data Scientist,6.0,9.0,Senior,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,True,True,4802795.0,7.5,11,2026-06
IND_06695,Power BI Analyst,Cognizant,Bangalore,Karnataka,Full-time,2026-02-25,,,BI Developer,,,,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,,,11,2026-02
IND_09200,Data Analyst - E-Commerce,Grant Thornton,Hyderabad,Telangana,Full-time,2026-03-13,,,Data Analyst,,,,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,,,7,2026-03
IND_01568,Forecasting Scientist,ShopClues,Gurugram,Haryana,Full-time,2026-04-17,1675000.0,2494667.0,Data Scientist,3.0,5.0,Mid,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,True,True,2084833.5,4.0,8,2026-04
IND_07609,Staff Data Engineer,DataWeave,Bangalore,Karnataka,Full-time,2026-05-20,,,Data Engineer,3.0,5.0,Mid,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,False,True,,4.0,9,2026-05
IND_07834,Customer Analytics Analyst,Boston Consulting Group,Pune,Maharashtra,Part-time,2026-05-09,,,Data Analyst,11.0,14.0,Senior,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,False,True,,12.5,7,2026-05
IND_01737,Spark Engineer,Hexaware,Bangalore,Karnataka,Full-time,2026-04-23,,,Data Engineer,2.0,5.0,Junior,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,False,True,,3.5,10,2026-04
IND_08861,Senior Data Engineer,Confluent,Chennai,Tamil Nadu,Full-time,2026-06-20,,,Data Engineer,8.0,11.0,Senior,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,False,True,,9.5,7,2026-06
IND_02440,BI Developer,Fractal Analytics,Chennai,Tamil Nadu,Contractual,2026-03-21,,,BI Developer,1.0,4.0,Junior,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,,2.5,6,2026-03
IND_04711,Staff Data Scientist,Salesforce,Bangalore,Karnataka,Full-time,2026-05-24,1750000.0,2720998.0,Data Scientist,5.0,6.0,Mid,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,True,True,2235499.0,5.5,7,2026-05
IND_02632,Research Scientist,Bridgei2i,Hyderabad,Telangana,Full-time,2026-05-25,,,Data Scientist,5.0,7.0,Mid,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,False,True,,6.0,8,2026-05
IND_08456,Data & Reporting Analyst,Hero MotoCorp,Bangalore,Karnataka,Full-time,2026-05-05,,,Data Analyst,7.0,9.0,Senior,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,,8.0,9,2026-05
IND_05861,Staff Data Engineer,Citi,Bangalore,Karnataka,Full-time,2026-05-14,900000.0,1191542.0,Data Engineer,1.0,3.0,Junior,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,True,True,1045771.0,2.0,14,2026-05
IND_07887,Data Scientist,Morgan Stanley,Bangalore,Karnataka,Full-time,2026-04-08,,,Data Scientist,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,False,False,,,9,2026-04
IND_09782,Computer Vision Engineer,Wipro AI,Hyderabad,Telangana,Full-time,2026-04-05,,,ML Engineer,10.0,12.0,Senior,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,False,True,,11.0,12,2026-04
IND_02918,ETL Developer,Nvidia,Bangalore,Karnataka,Temporary,2026-06-23,950000.0,1243145.0,Data Engineer,2.0,4.0,Junior,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,True,True,1096572.5,3.0,9,2026-06
IND_09522,Applied Scientist,Urban Company,Pune,Maharashtra,Temporary,2026-04-19,,,Data Scientist,5.0,7.0,Mid,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,False,True,,6.0,9,2026-04
IND_07138,Dashboard Developer,EY,Gurugram,Haryana,Full-time,2026-06-05,1800000.0,2859887.0,BI Developer,11.0,12.0,Senior,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2329943.5,11.5,8,2026-06
IND_08628,Data Engineer - Streaming,Databricks,Pune,Maharashtra,Full-time,2026-04-09,,,Data Engineer,0.0,1.0,Fresher,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,False,True,,0.5,11,2026-04
IND_03020,Data Engineer,Goldman Sachs,Mumbai,Maharashtra,Temporary,2026-06-14,,,Data Engineer,2.0,4.0,Junior,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,False,True,,3.0,9,2026-06
IND_01959,Spark Engineer,ARM,Chennai,Tamil Nadu,Contractual,2026-03-03,1125000.0,1388543.0,Data Engineer,1.0,2.0,Junior,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,True,True,1256771.5,1.5,9,2026-03
IND_05652,Data Architect,Fivetran,Bangalore,Karnataka,Temporary,2026-03-15,,,Data Engineer,5.0,6.0,Mid,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,False,True,,5.5,11,2026-03
IND_03643,Speech AI Engineer,Flipkart,Bangalore,Karnataka,Permanent,2026-06-16,,,ML Engineer,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,False,False,,,7,2026-06
IND_09990,Dashboard Developer,Deutsche Bank,Hyderabad,Telangana,Full-time,2026-06-20,830000.0,1170194.0,BI Developer,1.0,3.0,Junior,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,True,1000097.0,2.0,7,2026-06
IND_02750,Power BI Developer,DataWeave,Gurugram,Haryana,Contractual,2026-04-14,1900000.0,2412337.0,BI Developer,10.0,12.0,Senior,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,True,True,2156168.5,11.0,7,2026-04
IND_01628,Data Analyst,HDFC Life,Mumbai,Maharashtra,Full-time,2026-06-15,900000.0,1043246.0,Data Analyst,4.0,6.0,Mid,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,True,971623.0,5.0,7,2026-06
IND_03035,Big Data Engineer,Ola Electric,Hyderabad,Telangana,Part-time,2026-06-10,1350000.0,1759294.0,Data Engineer,4.0,7.0,Mid,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,1554647.0,5.5,2,2026-06
IND_07217,GenAI Engineer,Eka Care,Bangalore,Karnataka,Full-time,2026-06-06,,,ML Engineer,1.0,2.0,Junior,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,False,True,,1.5,11,2026-06
IND_02287,AWS Data Engineer,Groww,Gurugram,Haryana,Full-time,2026-02-28,,,Data Engineer,2.0,3.0,Junior,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,False,True,,2.5,8,2026-02
IND_08052,Data Measurement Analyst,Kantar,Pune,Maharashtra,Contractual,2026-06-18,,,Data Analyst,4.0,6.0,Mid,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False,True,,5.0,9,2026-06
IND_08590,Data Engineer - Lakehouse,Intel,Gurugram,Haryana,Full-time,2026-03-13,2000000.0,2314794.0,Data Engineer,4.0,6.0,Mid,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,True,True,2157397.0,5.0,11,2026-03
IND_02780,dbt Analytics Engineer,JP Morgan,Chennai,Tamil Nadu,Full-time,2026-05-16,,,Data Engineer,3.0,4.0,Mid,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,False,True,,3.5,12,2026-05
IND_04934,ML Scientist,Uncanny Vision,Bangalore,Karnataka,Temporary,2026-06-12,,,ML Engineer,0.0,1.0,Fresher,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,False,True,,0.5,10,2026-06
IND_09074,Computer Vision Engineer,Eka Care,Mumbai,Maharashtra,Full-time,2026-05-14,,,ML Engineer,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,False,False,,,8,2026-05
IND_07071,Computer Vision Engineer,Niramai,Pune,Maharashtra,Permanent,2026-05-14,,,ML Engineer,4.0,6.0,Mid,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,False,True,,5.0,9,2026-05
IND_02357,MIS Analyst,Credit Suisse,Chennai,Tamil Nadu,Full-time,2026-03-09,,,BI Developer,0.0,3.0,Fresher,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,,1.5,6,2026-03
IND_05390,Data Analyst,EY,Chennai,Tamil Nadu,Permanent,2026-02-27,,,Data Analyst,4.0,7.0,Mid,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,,5.5,5,2026-02
IND_05946,Applied Scientist,CRED,Pune,Maharashtra,Temporary,2026-04-19,3075000.0,3704864.0,Data Scientist,8.0,9.0,Senior,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,True,True,3389932.0,8.5,10,2026-04
IND_05791,AI Research Engineer,Arya.ai,Bangalore,Karnataka,Full-time,2026-06-12,,,ML Engineer,5.0,8.0,Mid,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,False,True,,6.5,11,2026-06
IND_05559,Data Scientist - AdTech,Deloitte Analytics,Bangalore,Karnataka,Permanent,2026-04-02,,,Data Scientist,3.0,5.0,Mid,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,False,True,,4.0,8,2026-04
IND_05658,Risk Data Analyst,HCL Technologies,Pune,Maharashtra,Full-time,2026-04-13,,,Data Analyst,0.0,3.0,Fresher,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False,True,,1.5,9,2026-04
IND_00950,Data Scientist - Fraud,Fractal Analytics,Bangalore,Karnataka,Full-time,2026-06-03,,,Data Scientist,4.0,5.0,Mid,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,True,,4.5,7,2026-06
IND_05726,BI Analyst,Sigmoid,Bangalore,Karnataka,Part-time,2026-05-25,,,BI Developer,3.0,5.0,Mid,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,True,,4.0,6,2026-05
IND_09028,NLP Scientist,Deloitte Analytics,Bangalore,Karnataka,Full-time,2026-04-18,,,Data Scientist,5.0,6.0,Mid,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,True,,5.5,8,2026-04
IND_03724,Fraud Analytics Analyst,Mindtree,Bangalore,Karnataka,Full-time,2026-03-21,1325000.0,1896428.0,Data Analyst,4.0,7.0,Mid,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,True,1610714.0,5.5,3,2026-03
IND_03794,Data Analyst,LTI Mindtree,Hyderabad,Telangana,Permanent,2026-05-19,,,Data Analyst,2.0,5.0,Junior,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,False,True,,3.5,8,2026-05
